1,10868,14409,+,DDX11L1
1,14403,30570,-,WASH7P
1,17368,18436,-,MIR6859-1
1,18437,29364,=,MIR6859-1=MIR1302-2
1,29365,30503,+,MIR1302-2
1,30504,34552,=,MIR1302-2=FAM138A
1,34553,37081,-,FAM138A
1,37082,68053,=,FAM138A=OR4F5
1,68054,70108,+,OR4F5
1,187890,188958,-,MIR6859-2
1,188959,450701,=,MIR6859-2=OR4F29
1,450702,452697,-,OR4F29
1,452698,494473,=,OR4F29=AL732372.2
1,494474,496368,-,AL732372.2
1,496369,627375,=,AL732372.2=AL669831.3
1,627376,632150,-,AL669831.3
1,632151,685677,=,AL669831.3=OR4F16
1,685678,687673,-,OR4F16
1,687674,816369,=,OR4F16=FAM87B
1,816370,819837,+,FAM87B
1,819838,826204,=,FAM87B=LINC00115
1,826205,828522,-,LINC00115
1,826597,859446,+,LINC01128
1,859447,868069,=,LINC01128=FAM41C
1,868070,877903,-,FAM41C
1,877904,916868,=,FAM41C=LINC02593
1,916869,920692,-,LINC02593
1,920693,924729,=,LINC02593=SAMD11
1,924730,944574,+,SAMD11
1,944202,960256,-,NOC2L
1,959583,965719,+,KLHL17
1,965481,975865,+,PLEKHN1
1,975203,983093,-,PERM1
1,983094,998960,=,PERM1=HES4
1,998961,1001172,-,HES4
1,1001173,1012495,=,HES4=ISG15
1,1012496,1014540,+,ISG15
1,1014541,1019118,=,ISG15=AGRN
1,1019119,1056116,+,AGRN
1,1056117,1058732,=,AGRN=AL390719.1
1,1058733,1066456,+,AL390719.1
1,1066457,1070965,=,AL390719.1=RNF223
1,1070966,1075306,-,RNF223
1,1075307,1081816,=,RNF223=C1orf159
1,1081817,1117081,-,C1orf159
1,1117082,1136015,=,C1orf159=LINC01342
1,1136016,1144056,+,LINC01342
1,1144057,1166102,=,LINC01342=MIR200B
1,1166103,1167198,+,MIR200B
1,1166862,1167952,+,MIR200A
1,1167953,1168003,=,MIR200A=MIR429
1,1168004,1169087,+,MIR429
1,1169088,1172904,=,MIR429=TTLL10
1,1172905,1197933,+,TTLL10
1,1197934,1203506,=,TTLL10=TNFRSF18
1,1203507,1207571,-,TNFRSF18
1,1207572,1211338,=,TNFRSF18=TNFRSF4
1,1211339,1215153,-,TNFRSF4
1,1215154,1216907,=,TNFRSF4=SDF4
1,1216908,1233067,-,SDF4
1,1231236,1235041,+,B3GALT6
1,1235042,1242451,=,B3GALT6=C1QTNF12
1,1242452,1247722,-,C1QTNF12
1,1247723,1253912,=,C1QTNF12=UBE2J2
1,1253913,1274854,-,UBE2J2
1,1274855,1279434,=,UBE2J2=SCNN1D
1,1279435,1292025,+,SCNN1D
1,1292026,1292389,=,SCNN1D=ACAP3
1,1292390,1308930,-,ACAP3
1,1296109,1297170,-,MIR6726
1,1297171,1307595,=,MIR6726=PUSL1
1,1307596,1311677,+,PUSL1
1,1311584,1325687,-,INTS11
1,1312501,1313566,-,MIR6727
1,1313567,1323800,=,MIR6727=CPTP
1,1323801,1328896,+,CPTP
1,1328897,1330278,=,CPTP=TAS1R3
1,1330279,1335314,+,TAS1R3
1,1335275,1350112,-,DVL1
1,1339649,1340708,-,MIR6808
1,1340709,1352687,=,MIR6808=MXRA8
1,1352688,1359794,-,MXRA8
1,1359795,1373728,=,MXRA8=AURKAIP1
1,1373729,1376495,-,AURKAIP1
1,1376496,1385709,=,AURKAIP1=CCNL2
1,1385710,1400335,-,CCNL2
1,1398526,1402046,+,MRPL20-AS1
1,1401908,1408293,-,MRPL20
1,1408294,1418418,=,MRPL20=ANKRD65
1,1418419,1422444,-,ANKRD65
1,1422445,1425126,=,ANKRD65=TMEM88B
1,1425127,1427787,+,TMEM88B
1,1427788,1430537,=,TMEM88B=LINC01770
1,1430538,1435573,-,LINC01770
1,1434522,1440765,+,VWA1
1,1440766,1448687,=,VWA1=ATAD3C
1,1448688,1470163,+,ATAD3C
1,1470164,1470763,=,ATAD3C=ATAD3B
1,1470764,1497848,+,ATAD3B
1,1497849,1511160,=,ATAD3B=ATAD3A
1,1511161,1534685,+,ATAD3A
1,1534686,1534776,=,ATAD3A=TMEM240
1,1534777,1541624,-,TMEM240
1,1541625,1541671,=,TMEM240=SSU72
1,1541672,1575863,-,SSU72
1,1575864,1598010,=,SSU72=FNDC10
1,1598011,1601135,-,FNDC10
1,1601136,1614413,=,FNDC10=MIB2
1,1614414,1630605,+,MIB2
1,1630606,1631171,=,MIB2=MMP23B
1,1631172,1634654,+,MMP23B
1,1634655,1635225,=,MMP23B=CDK11B
1,1635226,1660012,-,CDK11B
1,1660013,1661476,=,CDK11B=SLC35E2B
1,1661477,1693795,-,SLC35E2B
1,1693796,1698940,=,SLC35E2B=MMP23A
1,1698941,1701782,+,MMP23A
1,1701783,1702377,=,MMP23A=CDK11A
1,1702378,1725357,-,CDK11A
1,1724839,1746999,-,SLC35E2A
1,1747000,1751230,=,SLC35E2A=NADK
1,1751231,1779470,-,NADK
1,1779471,1785283,=,NADK=GNB1
1,1785284,1892117,-,GNB1
1,1892118,1914106,=,GNB1=CALML6
1,1914107,1917294,+,CALML6
1,1917295,1917589,=,CALML6=TMEM52
1,1917590,1920279,-,TMEM52
1,1920280,1921949,=,TMEM52=CFAP74
1,1921950,2004837,-,CFAP74
1,2004838,2018343,=,CFAP74=GABRD
1,2018344,2030758,+,GABRD
1,2030759,2049302,=,GABRD=AL391845.1
1,2049303,2051070,-,AL391845.1
1,2049410,2185395,+,PRKCZ
1,2181793,2184875,-,PRKCZ-AS1
1,2184460,2195775,-,FAAP20
1,2195776,2227317,=,FAAP20=SKI
1,2227318,2310213,+,SKI
1,2310214,2321251,=,SKI=MORN1
1,2321252,2392554,-,MORN1
1,2350413,2353820,-,AL513477.1
1,2353821,2390839,=,AL513477.1=RER1
1,2390840,2405436,+,RER1
1,2403963,2413530,-,PEX10
1,2413531,2466457,=,PEX10=PLCH2
1,2466458,2505526,+,PLCH2
1,2505527,2508535,=,PLCH2=PANK4
1,2508536,2527596,-,PANK4
1,2527597,2528743,=,PANK4=HES5
1,2528744,2531263,-,HES5
1,2531264,2549918,=,HES5=TNFRSF14-AS1
1,2549919,2558011,-,TNFRSF14-AS1
1,2554638,2560714,+,TNFRSF14
1,2560715,2580558,=,TNFRSF14=AL139246.3
1,2580559,2584533,+,AL139246.3
1,2584534,2585489,=,AL139246.3=PRXL2B
1,2585490,2589632,+,PRXL2B
1,2589633,2590637,=,PRXL2B=MMEL1
1,2590638,2634016,-,MMEL1
1,2634017,2635974,=,MMEL1=TTC34
1,2635975,2802717,-,TTC34
1,2802718,3020465,=,TTC34=ACTRT2
1,3020466,3022903,+,ACTRT2
1,3022904,3059615,=,ACTRT2=PRDM16-DT
1,3059616,3069437,-,PRDM16-DT
1,3068196,3435421,+,PRDM16
1,3126974,3128035,+,MIR4251
1,3128036,3453663,=,MIR4251=ARHGEF16
1,3453664,3481113,+,ARHGEF16
1,3481114,3487949,=,ARHGEF16=MEGF6
1,3487950,3612508,-,MEGF6
1,3560694,3561790,-,MIR551A
1,3561791,3624013,=,MIR551A=TPRG1L
1,3624014,3630127,+,TPRG1L
1,3630128,3630768,=,TPRG1L=WRAP73
1,3630769,3651103,-,WRAP73
1,3651104,3651514,=,WRAP73=TP73
1,3651515,3736201,+,TP73
1,3735610,3747771,-,TP73-AS1
1,3747772,3751448,=,TP73-AS1=CCDC27
1,3751449,3771645,+,CCDC27
1,3771646,3771785,=,CCDC27=SMIM1
1,3771786,3775982,+,SMIM1
