1,10873,14409,+,DDX11L1
1,14361,30370,-,WASH7P
1,30371,34609,=,WASH7P=FAM138F
1,34610,37081,-,FAM138F
1,37082,68089,=,FAM138F=OR4F5
1,68090,70008,+,OR4F5
1,134772,141566,-,LOC729737
1,141567,322890,=,LOC729737=LOC100132062
1,322891,328581,+,LOC100132062
1,328582,366657,=,LOC100132062=OR4F29
1,366658,368597,+,OR4F29
1,368598,661137,=,OR4F29=LOC100133331
1,661138,666731,-,LOC100133331
1,666732,700243,=,LOC100133331=LOC100288069
1,700244,715068,-,LOC100288069
1,715069,761584,=,LOC100288069=LINC00115
1,761585,763902,-,LINC00115
1,761970,794826,+,LOC643837
1,794827,803449,=,LOC643837=FAM41C
1,803450,813182,-,FAM41C
1,813183,852951,=,FAM41C=LOC100130417
1,852952,855817,-,LOC100130417
1,855818,860119,=,LOC100130417=SAMD11
1,860120,879961,+,SAMD11
1,879582,895679,-,NOC2L
1,894966,901099,+,KLHL17
1,900876,910484,+,PLEKHN1
1,910485,910577,=,PLEKHN1=C1orf170
1,910578,918473,-,C1orf170
1,918474,934340,=,C1orf170=HES4
1,934341,936552,-,HES4
1,936553,947845,=,HES4=ISG15
1,947846,949919,+,ISG15
1,949920,954501,=,ISG15=AGRN
1,954502,991499,+,AGRN
1,1007125,1010687,-,RNF223
1,1010688,1017196,=,RNF223=C1orf159
1,1017197,1052736,-,C1orf159
1,1052737,1071395,=,C1orf159=LOC254099
1,1071396,1079434,+,LOC254099
1,1079435,1101482,=,LOC254099=MIR200B
1,1101483,1102578,+,MIR200B
1,1102242,1103332,+,MIR200A
1,1103333,1103383,=,MIR200A=MIR429
1,1103384,1104467,+,MIR429
1,1104468,1108284,=,MIR429=TTLL10
1,1108285,1133313,+,TTLL10
1,1133314,1138886,=,TTLL10=TNFRSF18
1,1138887,1143089,-,TNFRSF18
1,1143090,1146704,=,TNFRSF18=TNFRSF4
1,1146705,1150548,-,TNFRSF4
1,1150549,1152286,=,TNFRSF4=SDF4
1,1152287,1168447,-,SDF4
1,1166628,1170420,+,B3GALT6
1,1170421,1177824,=,B3GALT6=FAM132A
1,1177825,1183102,-,FAM132A
1,1183103,1189290,=,FAM132A=UBE2J2
1,1189291,1210234,-,UBE2J2
1,1210235,1214814,=,UBE2J2=SCNN1D
1,1214815,1227409,+,SCNN1D
1,1227410,1227762,=,SCNN1D=ACAP3
1,1227763,1244269,-,ACAP3
1,1242993,1247057,+,PUSL1
1,1246964,1261067,-,CPSF3L
1,1259142,1264276,+,GLTPD1
1,1264277,1265724,=,GLTPD1=TAS1R3
1,1265725,1269844,+,TAS1R3
1,1269845,1270656,=,TAS1R3=DVL1
1,1270657,1285492,-,DVL1
1,1285493,1288069,=,DVL1=MXRA8
1,1288070,1294915,-,MXRA8
1,1294916,1309108,=,MXRA8=AURKAIP1
1,1309109,1311580,-,AURKAIP1
1,1311581,1321089,=,AURKAIP1=CCNL2
1,1321090,1335718,-,CCNL2
1,1333909,1337426,+,LOC148413
1,1337275,1343693,-,MRPL20
1,1343694,1353798,=,MRPL20=ANKRD65
1,1353799,1357824,-,ANKRD65
1,1357825,1360506,=,ANKRD65=TMEM88B
1,1360507,1363167,+,TMEM88B
1,1363168,1369901,=,TMEM88B=VWA1
1,1369902,1378262,+,VWA1
1,1378263,1384067,=,VWA1=ATAD3C
1,1384068,1405538,+,ATAD3C
1,1405539,1406162,=,ATAD3C=ATAD3B
1,1406163,1431582,+,ATAD3B
1,1431583,1446521,=,ATAD3B=ATAD3A
1,1446522,1470067,+,ATAD3A
1,1470068,1470156,=,ATAD3A=TMEM240
1,1470157,1476740,-,TMEM240
1,1476741,1477051,=,TMEM240=SSU72
1,1477052,1511262,-,SSU72
1,1511263,1533386,=,SSU72=C1orf233
1,1533387,1536476,-,C1orf233
1,1536477,1549793,=,C1orf233=MIB2
1,1549794,1565990,+,MIB2
1,1565991,1566558,=,MIB2=MMP23B
1,1566559,1570030,+,MMP23B
1,1570031,1571098,=,MMP23B=CDK11B
1,1571099,1656775,-,CDK11B
1,1592938,1625243,-,SLC35E2B
1,1625244,1630376,=,SLC35E2B=MMP23A
1,1630377,1633247,+,MMP23A
1,1633248,1634168,=,MMP23A=CDK11A
1,1634169,1656791,-,CDK11A
1,1656276,1678438,-,SLC35E2
1,1678439,1682669,=,SLC35E2=NADK
1,1682670,1712508,-,NADK
1,1712509,1716723,=,NADK=GNB1
1,1716724,1823526,-,GNB1
1,1823527,1845264,=,GNB1=CALML6
1,1845265,1848733,+,CALML6
1,1848734,1849027,=,CALML6=TMEM52
1,1849028,1851740,-,TMEM52
1,1851741,1884750,=,TMEM52=KIAA1751
1,1884751,1936276,-,KIAA1751
1,1936277,1949766,=,KIAA1751=GABRD
1,1949767,1962192,+,GABRD
1,1962193,1980907,=,GABRD=PRKCZ
1,1980908,2116834,+,PRKCZ
1,2115898,2127214,-,C1orf86
1,2127215,2159132,=,C1orf86=SKI
1,2159133,2241652,+,SKI
1,2241653,2252694,=,SKI=MORN1
1,2252695,2323993,-,MORN1
1,2281852,2285100,-,LOC100129534
1,2285101,2322212,=,LOC100129534=RER1
1,2322213,2336885,+,RER1
1,2336240,2345010,-,PEX10
1,2345011,2406752,=,PEX10=PLCH2
1,2406753,2436964,+,PLCH2
1,2436965,2439973,=,PLCH2=PANK4
1,2439974,2459035,-,PANK4
1,2459036,2460182,=,PANK4=HES5
1,2460183,2462684,-,HES5
1,2462685,2481357,=,HES5=LOC115110
1,2481358,2485284,-,LOC115110
1,2485285,2486161,=,LOC115110=LOC100133445
1,2486162,2489450,-,LOC100133445
1,2486804,2495267,+,TNFRSF14
1,2495268,2517187,=,TNFRSF14=FAM213B
1,2517188,2522908,+,FAM213B
1,2522080,2565481,-,MMEL1
1,2565482,2572805,=,MMEL1=TTC34
1,2572806,2707230,-,TTC34
1,2707231,2937044,=,TTC34=ACTRT2
1,2937045,2939467,+,ACTRT2
1,2939468,2980634,=,ACTRT2=FLJ42875
1,2980635,2985289,-,FLJ42875
1,2984741,3355185,+,PRDM16
1,3043538,3044599,+,MIR4251
1,3044600,3370145,=,MIR4251=ARHGEF16
1,3370146,3397677,+,ARHGEF16
1,3397678,3404504,=,ARHGEF16=MEGF6
1,3404505,3529059,-,MEGF6
1,3477259,3478354,-,MIR551A
1,3478355,3540554,=,MIR551A=TPRG1L
1,3540555,3546694,+,TPRG1L
1,3546695,3547329,=,TPRG1L=WRAP73
1,3547330,3567671,-,WRAP73
1,3567672,3568127,=,WRAP73=TP73
1,3568128,3652765,+,TP73
1,3652547,3664335,-,TP73-AS1
1,3664336,3667963,=,TP73-AS1=CCDC27
1,3667964,3688209,+,CCDC27
1,3688210,3688350,=,CCDC27=SMIM1
1,3688351,3692546,+,SMIM1
1,3692547,3696782,=,SMIM1=LRRC47
1,3696783,3714068,-,LRRC47
1,3714069,3728643,=,LRRC47=CEP104
1,3728644,3774797,-,CEP104
1,3772844,3801993,+,DFFB
1,3801994,3805695,=,DFFB=C1orf174
1,3805696,3817857,-,C1orf174
1,3815967,3832011,+,LOC100133612
1,3832012,3999670,=,LOC100133612=LOC728716
1,3999671,4012643,+,LOC728716
1,4012644,4471109,=,LOC728716=LOC284661
1,4471110,4484744,+,LOC284661
1,4484745,4714103,=,LOC284661=AJAP1
1,4714104,4837854,+,AJAP1
1,4837855,5623129,=,AJAP1=MIR4417
1,5623130,5624203,+,MIR4417
1,5624204,5922730,=,MIR4417=MIR4689
1,5922731,5923801,-,MIR4689
1,5922869,6053533,-,NPHP4
1,6053534,6085071,=,NPHP4=KCNAB2
1,6085072,6161253,+,KCNAB2
1,6161254,6161845,=,KCNAB2=CHD5
1,6161846,6241194,-,CHD5
1,6241195,6245078,=,CHD5=RPL22
1,6245079,6260679,-,RPL22
1,6260680,6265187,=,RPL22=RNF207
1,6265188,6281359,+,RNF207
1,6281252,6297044,-,ICMT
1,6297045,6303250,=,ICMT=HES3
1,6303251,6305638,+,HES3
1,6305639,6307404,=,HES3=GPR153
1,6307405,6322035,-,GPR153
1,6322036,6324330,=,GPR153=ACOT7
1,6324331,6421764,-,ACOT7
1,6421765,6475292,=,ACOT7=HES2
1,6475293,6480979,-,HES2
1,6480980,6483846,=,HES2=ESPN
1,6483847,6521004,+,ESPN
1,6489893,6490956,-,MIR4252
1,6490957,6521212,=,MIR4252=TNFRSF25
1,6521213,6527255,-,TNFRSF25
